case,content_path,reference_path,content_family,reference_family,label_source,seed_count,baseline_takeover_median,baseline_takeover_max,style_at_02_median,style_at_10_median,style_gain_median,incremental_takeover_max_median,incremental_nonzero_interval_count,late_escalation_frequency,style_valid_rate,label_status,style_valid,style_gain_if_valid,baseline_takeover_02,incremental_takeover_max,incremental_nonzero_count,late_escalation,profile_label,content_canny_density,content_lsd_line_density,content_lsd_length_mean,content_lsd_length_p90,content_lsd_orientation_entropy,content_lsd_orientation_max_share,reference_canny_density,reference_minus_content_canny_density,reference_div_content_canny_density,reference_lsd_line_density,reference_minus_content_lsd_line_density,reference_div_content_lsd_line_density,reference_lsd_length_mean,reference_minus_content_lsd_length_mean,reference_div_content_lsd_length_mean,reference_lsd_length_p90,reference_minus_content_lsd_length_p90,reference_div_content_lsd_length_p90,reference_lsd_orientation_entropy,reference_minus_content_lsd_orientation_entropy,reference_div_content_lsd_orientation_entropy,reference_lsd_orientation_max_share,reference_minus_content_lsd_orientation_max_share,reference_div_content_lsd_orientation_max_share,lab_mean_distance,lab_std_distance,contrast_abs_difference,log_laplacian_variance_ratio,high_frequency_abs_difference,color_histogram_distance,orientation_distribution_js,rgb_patch_nearest_cosine_mean,rgb_patch_nearest_cosine_p10,rgb_patch_mutual_nearest_fraction,clip_global_cosine,clip_patch_nearest_mean,clip_patch_nearest_p10,clip_patch_mutual_nearest_fraction,dino_global_cosine,dino_patch_nearest_mean,dino_patch_nearest_p10,dino_patch_mutual_nearest_fraction,feature_source,seed_scope,generation
v1_5_demuth_church,data/raw/_photo_ref/photo_lecreusois_church.jpg,data/raw/demuth/demuth_lancaster_1921.jpg,church,demuth,v2.2a seed42,1,1.0,1.0,0.0,4.0,4.0,1.0,3.0,1.0,1.0,seed42_only,1,4.0,1.0,1.0,3.0,1.0,P3_moderate_susceptibility_high_response,0.10466384887695312,0.03356057405471802,11.235891342163086,17.525436782836916,0.9309565189368969,0.14679699419317385,0.0579376220703125,-0.046726226806640625,0.5535590625797281,0.05479323863983154,0.021232664585113525,1.6326669070229622,26.948816299438477,15.71292495727539,2.3984582512214296,51.824259185791014,34.2988224029541,2.957088021711605,0.8991099094142958,-0.0318466095226011,0.9657915177832707,0.163031348567863,0.016234354374689147,1.1105905094577477,26.322316228468836,21.060939104823714,16.929885864257812,0.13656880448580333,0.0014554412445306197,0.4844159483909607,0.03733707338683281,0.9892793893814087,0.9804210066795349,0.0625,0.18293699622154236,0.5137433409690857,0.41362588107585907,0.0703125,-0.00474928505718708,0.3119487166404724,0.18269822746515274,0.07421875,512px fit_square_crop; Canny/LSD; RGB patch; local CLIP vision; DINOv2-small,seed42_common_screening,False
compat_G4_city_mismatch,data/raw/_photo_ref/photo_seregei_street.jpg,data/raw/monet/monet_boulevard_capucines_1873.jpg,city,monet,v2.3 seed42,1,3.0,3.0,,,,0.0,0.0,0.0,0.0,seed42_only,0,,3.0,0.0,0.0,0.0,P4_high_initial_susceptibility,0.18457794189453125,0.045013975352048874,14.425602912902832,23.554514694213882,0.884005503207035,0.21503254075616465,0.163665771484375,-0.02091217041015625,0.8867027652626793,0.04983283951878548,0.004818864166736603,1.1070526237473772,10.205765724182129,-4.219837188720703,0.7074758528847128,15.449585914611816,-8.104928779602066,0.6559076302432576,0.8746838757167728,-0.009321627490262219,0.9894552381671327,0.22672772579122505,0.011695185035060396,1.0543879777169267,14.698437773476462,8.890305669108361,9.840999603271484,-0.9293308202200329,0.14536331641671696,0.37716424465179443,0.08837755076433967,0.9995930194854736,0.9992826581001282,0.0859375,0.4539690613746643,0.5683864951133728,0.4888623207807541,0.125,0.3581354022026062,0.5132167339324951,0.33410127460956573,0.10546875,512px fit_square_crop; Canny/LSD; RGB patch; local CLIP vision; DINOv2-small,seed42_common_screening,False
clean_demuth_G4_city_mismatch,data/raw/_photo_ref/photo_seregei_street.jpg,data/raw/demuth/demuth_lancaster_1921.jpg,city,demuth,v2.3 seed42,1,3.0,3.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,seed42_only,1,1.0,3.0,1.0,1.0,0.0,P4_high_initial_susceptibility,0.18457794189453125,0.045013975352048874,14.425602912902832,23.554514694213882,0.884005503207035,0.21503254075616465,0.0579376220703125,-0.12664031982421875,0.3138924482288265,0.05479323863983154,0.009779263287782669,1.2172494922143675,26.948816299438477,12.523213386535645,1.868124088965071,51.824259185791014,28.269744491577132,2.200183695507067,0.8991099094142958,0.015104406207260834,1.0170863259928409,0.163031348567863,-0.052001192188301654,0.7581705912721917,15.316017035145894,20.994665159496762,16.29995346069336,-1.3712772002374172,0.1512547308735841,0.4226972162723541,0.05142444873104481,0.9994781613349915,0.9990420341491699,0.08203125,0.271971195936203,0.5282124280929565,0.43566393852233887,0.0625,-0.005841060541570187,0.24132195115089417,0.16180257499217987,0.078125,512px fit_square_crop; Canny/LSD; RGB patch; local CLIP vision; DINOv2-small,seed42_common_screening,False
v2_4b_church_kulhanek,data/raw/_photo_ref/photo_lecreusois_church.jpg,data/raw/kulhanek/kulhanek_e18th_street_1956.jpg,church,kulhanek,v2.4b seed42,1,0.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,seed42_only,1,2.0,0.0,1.0,2.0,1.0,P1_low_risk_high_response,0.10466384887695312,0.03356057405471802,11.235891342163086,17.525436782836916,0.9309565189368969,0.14679699419317385,0.08347702026367188,-0.02118682861328125,0.7975726209133651,0.06359561532735825,0.03003504127264023,1.8949501645493407,18.29990005493164,7.064008712768555,1.6287003405115363,35.0086669921875,17.483230209350584,1.9975916963434734,0.7967194320617187,-0.1342370868751782,0.8558073506714686,0.2416098754703472,0.09481288127717336,1.6458775385578175,30.178955654521335,22.121989092889105,14.686149597167969,-0.6414226672067391,0.014094270371082462,0.5513749122619629,0.04397583348794547,0.9730812907218933,0.9574282467365265,0.0234375,0.16022101044654846,0.50835782289505,0.4290914833545685,0.0859375,0.08113236725330353,0.3597688376903534,0.26766547560691833,0.1171875,512px fit_square_crop; Canny/LSD; RGB patch; local CLIP vision; DINOv2-small,seed42_common_screening,False
v2_4b_church_monet,data/raw/_photo_ref/photo_lecreusois_church.jpg,data/raw/monet/monet_boulevard_capucines_1873.jpg,church,monet,v2.4b seed42,1,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,seed42_only,1,2.0,0.0,0.0,0.0,0.0,P1_low_risk_high_response,0.10466384887695312,0.03356057405471802,11.235891342163086,17.525436782836916,0.9309565189368969,0.14679699419317385,0.163665771484375,0.059001922607421875,1.5637278128075227,0.04983283951878548,0.01627226546406746,1.484862548463466,10.205765724182129,-1.030125617980957,0.9083183001142621,15.449585914611816,-2.0758508682251,0.8815521179901188,0.8746838757167728,-0.05627264322012415,0.939553951150818,0.22672772579122505,0.0799307315980512,1.5444984213564232,9.091323958760578,18.386174754392552,10.470932006835938,0.5785151845031877,0.004435973212336519,0.3630119562149048,0.045677683120751746,0.9907580614089966,0.9621048867702484,0.08203125,0.3448978066444397,0.5378581285476685,0.4310051202774048,0.109375,0.024444829672574997,0.3793609142303467,0.2670356184244156,0.125,512px fit_square_crop; Canny/LSD; RGB patch; local CLIP vision; DINOv2-small,seed42_common_screening,False
v2_4b_church_peixotto,data/raw/_photo_ref/photo_lecreusois_church.jpg,data/raw/peixotto/peixotto_princeton_1897.jpg,church,peixotto,v2.4b seed42,1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,seed42_only,1,3.0,0.0,0.0,0.0,0.0,P1_low_risk_high_response,0.10466384887695312,0.03356057405471802,11.235891342163086,17.525436782836916,0.9309565189368969,0.14679699419317385,0.22538375854492188,0.12071990966796875,2.15340598461931,0.047786131501197815,0.014225557446479797,1.423877059530808,13.586602210998535,2.350710868835449,1.2092144536868492,23.915170288085935,6.389733505249019,1.3645976750494824,0.7994084945999149,-0.13154802433698198,0.8586958449066957,0.3479556048768831,0.20115861068370924,2.370318321497779,25.586125961231378,21.77223341821551,8.91396713256836,0.9845174192911864,0.05072928843149388,0.5588944554328918,0.07063137778103046,0.9751626253128052,0.9605768322944641,0.0234375,0.35664501786231995,0.5573363304138184,0.4538891464471817,0.10546875,0.17237333953380585,0.39511698484420776,0.2368554174900055,0.109375,512px fit_square_crop; Canny/LSD; RGB patch; local CLIP vision; DINOv2-small,seed42_common_screening,False
v2_4b_lake_van_gogh,data/raw/_photo_ref/photo_water_lake_and_boat.jpg,data/raw/van_gogh/van_gogh_church_auvers_1890.jpg,lake,van_gogh,v2.4b seed42,1,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,seed42_only,1,2.0,0.0,0.0,0.0,0.0,P1_low_risk_high_response,0.061679840087890625,0.06152842566370964,24.25459861755371,42.022977447509795,0.43999245013512844,0.4366042702141263,0.19707489013671875,0.13539505004882812,3.1951264765910077,0.07058557122945786,0.009057145565748215,1.1472026216833668,13.113808631896973,-11.140789985656738,0.5406730838417649,22.038206100463867,-19.98477134704593,0.5244322853608225,0.9041080479688355,0.46411559783370704,2.0548262764308114,0.26147582677989195,-0.17512844343423434,0.598885179596743,64.12590348254272,21.900511994862278,7.207557678222656,1.3458867315857663,0.0018810151507498984,0.31290626525878906,0.33321494518342987,0.9905089735984802,0.9827859997749329,0.078125,0.28576189279556274,0.4903746545314789,0.4157947450876236,0.0703125,0.020119119435548782,0.27896878123283386,0.19728799909353256,0.1171875,512px fit_square_crop; Canny/LSD; RGB patch; local CLIP vision; DINOv2-small,seed42_common_screening,False
v2_4b_lake_hokusai,data/raw/_photo_ref/photo_water_lake_and_boat.jpg,data/raw/hokusai/hokusai_great_wave_1831.jpg,lake,hokusai,v2.4b seed42,1,0.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,seed42_only,1,2.0,0.0,1.0,2.0,0.0,P1_low_risk_high_response,0.061679840087890625,0.06152842566370964,24.25459861755371,42.022977447509795,0.43999245013512844,0.4366042702141263,0.12119293212890625,0.059513092041015625,1.9648710495392419,0.050003424286842346,-0.011525001376867294,0.8126881802590163,14.8955659866333,-9.35903263092041,0.6141336833277041,28.061481475830078,-13.961495971679717,0.667765188958379,0.9364683348606194,0.496475884725491,2.1283736449864437,0.13343682586125447,-0.3031674443528718,0.3056241886865016,9.312045667526023,29.19505899351577,27.657203674316406,1.7181203211571232,0.02097216701967025,0.38295549154281616,0.2591709515691553,0.9943993091583252,0.9823973476886749,0.10546875,0.38652724027633667,0.4897531270980835,0.40795956552028656,0.06640625,0.028764350339770317,0.2799301743507385,0.15876035392284393,0.0546875,512px fit_square_crop; Canny/LSD; RGB patch; local CLIP vision; DINOv2-small,seed42_common_screening,False
v2_4b_lake_monet,data/raw/_photo_ref/photo_water_lake_and_boat.jpg,data/raw/monet/monet_boulevard_capucines_1873.jpg,lake,monet,v2.4b seed42,1,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,seed42_only,1,2.0,0.0,0.0,0.0,0.0,P2_low_response,0.061679840087890625,0.06152842566370964,24.25459861755371,42.022977447509795,0.43999245013512844,0.4366042702141263,0.163665771484375,0.10198593139648438,2.653472694662626,0.04983283951878548,-0.011695586144924164,0.8099157256379731,10.205765724182129,-14.048832893371582,0.42077652510794133,15.449585914611816,-26.57339153289798,0.3676461510588972,0.8746838757167728,0.4346914255816443,1.9879520101950474,0.22672772579122505,-0.20987654442290124,0.5192980033842309,7.440038156575063,23.151488674592635,22.367210388183594,0.7592005080976137,0.04606780076762479,0.33408457040786743,0.3929384601700299,0.99819016456604,0.9941602051258087,0.12890625,0.23854698240756989,0.5016820430755615,0.4175189882516861,0.05859375,-0.029666272923350334,0.3383272886276245,0.2212207391858101,0.0859375,512px fit_square_crop; Canny/LSD; RGB patch; local CLIP vision; DINOv2-small,seed42_common_screening,False
v2_4b_forest_monet,data/raw/_photo_ref/photo_forest_trees.jpg,data/raw/monet/monet_boulevard_capucines_1873.jpg,forest,monet,v2.4b seed42,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,seed42_only,0,,0.0,0.0,0.0,0.0,P2_low_response,0.07459259033203125,0.036524698138237,16.797773361206055,29.034586524963395,0.5980039911605619,0.4948162655845215,0.163665771484375,0.08907318115234375,2.1941290784494223,0.04983283951878548,0.013308141380548477,1.364360064802738,10.205765724182129,-6.592007637023926,0.6075665806845587,15.449585914611816,-13.585000610351578,0.532109727181014,0.8746838757167728,0.27667988455621084,1.4626723042755132,0.22672772579122505,-0.2680885397932965,0.4582058868323454,118.83293380107752,29.551084858170448,34.00154113769531,0.649699075829368,0.112568968871813,0.3881097137928009,0.09476915007869047,0.9956983327865601,0.9909199178218842,0.0703125,0.31460338830947876,0.5084426403045654,0.43701939284801483,0.08984375,0.025926697999238968,0.31329381465911865,0.24905992299318314,0.09765625,512px fit_square_crop; Canny/LSD; RGB patch; local CLIP vision; DINOv2-small,seed42_common_screening,False
v2_4b_forest_hokusai,data/raw/_photo_ref/photo_forest_trees.jpg,data/raw/hokusai/hokusai_great_wave_1831.jpg,forest,hokusai,v2.4b seed42,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,seed42_only,0,,0.0,0.0,0.0,0.0,P2_low_response,0.07459259033203125,0.036524698138237,16.797773361206055,29.034586524963395,0.5980039911605619,0.4948162655845215,0.12119293212890625,0.046600341796875,1.6247315127339674,0.050003424286842346,0.013478726148605347,1.3690304598163052,14.8955659866333,-1.902207374572754,0.8867583617382383,28.061481475830078,-0.9731050491333164,0.966484625214254,0.9364683348606194,0.3384643437000575,1.565990108265316,0.13343682586125447,-0.361379439723267,0.26966944124932285,122.02425092108446,37.56527019211,39.291534423828125,1.6086188888888775,0.08747333512385846,0.4705694317817688,0.33379939211786447,0.996171236038208,0.9933346807956696,0.05859375,0.3809334635734558,0.4667169451713562,0.3994891345500946,0.04296875,0.021907782182097435,0.14631226658821106,0.10448389127850533,0.08984375,512px fit_square_crop; Canny/LSD; RGB patch; local CLIP vision; DINOv2-small,seed42_common_screening,False
v2_4b_wave_van_gogh,data/raw/_photo_ref/photo_sea_wave.jpg,data/raw/van_gogh/van_gogh_church_auvers_1890.jpg,wave,van_gogh,v2.4b seed42,1,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,seed42_only,1,2.0,0.0,0.0,0.0,0.0,P1_low_risk_high_response,0.08988571166992188,0.04833699017763138,12.969552040100098,21.31892318725586,0.7899444500760029,0.27265770997668476,0.19707489013671875,0.10718917846679688,2.192505198828672,0.07058557122945786,0.022248581051826477,1.4602806457345854,13.113808631896973,0.144256591796875,1.0111227119757762,22.038206100463867,0.7192829132080085,1.0337391765470587,0.9041080479688355,0.11416359789283259,1.1445210456024453,0.26147582677989195,-0.011181883196792808,0.9589893012827366,50.37092347464938,28.677165412961113,17.95684814453125,0.953040306549835,0.028937597707440643,0.4093721807003021,0.20620591467138374,0.9874666929244995,0.9748285710811615,0.04296875,0.29994016885757446,0.4567813277244568,0.3879915922880173,0.0625,0.040898121893405914,0.22943644225597382,0.17114390432834625,0.04296875,512px fit_square_crop; Canny/LSD; RGB patch; local CLIP vision; DINOv2-small,seed42_common_screening,False
v2_4b_wave_monet,data/raw/_photo_ref/photo_sea_wave.jpg,data/raw/monet/monet_boulevard_capucines_1873.jpg,wave,monet,v2.4b seed42,1,0.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,seed42_only,1,2.0,0.0,1.0,2.0,1.0,P1_low_risk_high_response,0.08988571166992188,0.04833699017763138,12.969552040100098,21.31892318725586,0.7899444500760029,0.27265770997668476,0.163665771484375,0.07378005981445312,1.8208207783389212,0.04983283951878548,0.0014958493411540985,1.030946265699562,10.205765724182129,-2.7637863159179688,0.7869019448495433,15.449585914611816,-5.869337272644042,0.7246888493808803,0.8746838757167728,0.08473942564076986,1.107272638769241,0.22672772579122505,-0.04592998418545971,0.8315470918119747,16.5414757057144,3.1174405443678004,2.7971954345703125,0.3663540830616822,0.015249187909434248,0.3659561574459076,0.28481842996286344,0.9902288913726807,0.9609018862247467,0.109375,0.32664546370506287,0.461948037147522,0.39654242992401123,0.07421875,-0.026084383949637413,0.18968889117240906,0.1290048286318779,0.0234375,512px fit_square_crop; Canny/LSD; RGB patch; local CLIP vision; DINOv2-small,seed42_common_screening,False
