target,feature,n_low,n_high,median_low,median_high,high_minus_low,cliffs_delta_high_vs_low
late_escalation,reference_minus_content_lsd_length_mean,13,10,-4.219837188720703,2.5937485694885254,6.8135857582092285,0.6461538461538462
late_escalation,reference_div_content_lsd_length_mean,13,10,0.7544919766962256,1.184084720173411,0.42959274347718546,0.6307692307692307
late_escalation,reference_lsd_length_p90,13,10,23.915170288085935,35.0086669921875,11.093496704101565,0.4230769230769231
late_escalation,reference_minus_content_lsd_length_p90,13,10,-7.0143104553222955,8.835473632812484,15.84978408813478,0.6615384615384615
late_escalation,reference_div_content_lsd_length_p90,13,10,0.8330839250007034,1.3530081806129437,0.5199242556122403,0.6307692307692307
late_escalation,reference_lsd_orientation_entropy,13,10,0.8746838757167728,0.8991099094142958,0.024426033697523053,-0.007692307692307693
late_escalation,reference_minus_content_lsd_orientation_entropy,13,10,0.3011059182537339,0.09131795395678277,-0.20978796429695112,-0.4
late_escalation,reference_div_content_lsd_orientation_entropy,13,10,1.5035182418588375,1.1120072758928126,-0.39151096596602497,-0.4
late_escalation,reference_lsd_orientation_max_share,13,10,0.22672772579122505,0.19487953717954404,-0.03184818861168101,-0.19230769230769232
late_escalation,reference_minus_content_lsd_orientation_max_share,13,10,-0.17512844343423434,-0.10337134310944328,0.07175710032479106,0.2153846153846154
late_escalation,reference_div_content_lsd_orientation_max_share,13,10,0.598885179596743,0.6556118606231705,0.05672668102642742,0.12307692307692308
late_escalation,lab_mean_distance,13,10,25.757809362656815,30.737706657025246,4.979897294368431,0.26153846153846155
late_escalation,lab_std_distance,13,10,21.900511994862278,10.785974329057286,-11.114537665804992,-0.49230769230769234
late_escalation,contrast_abs_difference,13,10,16.29995346069336,8.097320556640625,-8.202632904052734,-0.36923076923076925
late_escalation,log_laplacian_variance_ratio,13,10,0.7592005080976137,0.22691146628301637,-0.5322890418145974,-0.26153846153846155
late_escalation,high_frequency_abs_difference,13,10,0.05072928843149388,0.018194895137867817,-0.03253439329362606,-0.23076923076923078
late_escalation,color_histogram_distance,13,10,0.4093721807003021,0.49261778593063354,0.08324560523033142,0.3384615384615385
late_escalation,orientation_distribution_js,13,10,0.13102722146025633,0.09490732848067657,-0.036119892979579765,-0.3230769230769231
late_escalation,rgb_patch_nearest_cosine_mean,13,10,0.9943993091583252,0.9879374206066132,-0.006461888551712036,-0.5230769230769231
late_escalation,rgb_patch_nearest_cosine_p10,13,10,0.9827859997749329,0.9654067754745483,-0.01737922430038452,-0.5384615384615384
late_escalation,rgb_patch_mutual_nearest_fraction,13,10,0.078125,0.0625,-0.015625,-0.13846153846153847
late_escalation,clip_global_cosine,13,10,0.29994016885757446,0.23250789940357208,-0.06743226945400238,-0.12307692307692308
late_escalation,clip_patch_nearest_mean,13,10,0.5016820430755615,0.4987392872571945,-0.0029427558183670044,-0.07692307692307693
late_escalation,clip_patch_nearest_p10,13,10,0.4175189882516861,0.4186919778585434,0.0011729896068572998,0.09230769230769231
late_escalation,clip_patch_mutual_nearest_fraction,13,10,0.0625,0.072265625,0.009765625,0.24615384615384617
late_escalation,dino_global_cosine,13,10,0.023700114339590073,0.025715747848153114,0.0020156335085630417,0.03076923076923077
late_escalation,dino_patch_nearest_mean,13,10,0.27896878123283386,0.2666776180267334,-0.012291163206100464,-0.13846153846153847
late_escalation,dino_patch_nearest_p10,13,10,0.17114390432834625,0.18512718752026558,0.013983283191919327,-0.07692307692307693
late_escalation,dino_patch_mutual_nearest_fraction,13,10,0.08984375,0.083984375,-0.005859375,-0.11538461538461539
